P,N,E,Z,D
25754,2063953.031,6575234.52,175.784,WSE
25755,2063955.909,6575236.07,175.792,WSE
25756,2063959.277,6575237.839,175.799,WSE
25757,2063962.781,6575239.906,175.781,WSE
25758,2063966.283,6575241.823,175.79,WSE
25760,2063973.857,6575246.285,175.755,WSE
25761,2063977.401,6575248.756,175.741,WSE
25762,2063980.568,6575251.308,175.787,WSE
25763,2063983.409,6575254.123,175.756,WSE
25765,2063988.429,6575259.162,175.824,WSE
25766,2063991.249,6575261.589,175.814,WSE
25767,2063994.219,6575263.472,175.78,WSE
25768,2063997.147,6575264.668,175.781,WSE
25772,2064005.073,6575261.117,175.763,WSE
25774,2064005.814,6575257.48,175.767,WSE
25775,2064004.538,6575256.406,175.755,WSE
25776,2064003.422,6575256.129,175.794,WSE
25777,2064002.419,6575255.379,175.815,WSE
25778,2064000.346,6575253.628,175.793,WSE
25779,2063997.937,6575251.755,175.771,WSE
25780,2063994.958,6575249.474,175.817,WSE
25781,2063991.995,6575246.468,175.799,WSE
25782,2063989.052,6575243.353,175.757,WSE
25783,2063986.179,6575239.866,175.791,WSE
25784,2063983.019,6575236.456,175.777,WSE
25785,2063979.888,6575233.028,175.756,WSE
25786,2063976.613,6575229.475,175.805,WSE
25787,2063972.882,6575226.695,175.815,WSE
25788,2063969.562,6575223.859,175.787,WSE
25789,2063966.242,6575221.337,175.789,WSE
25790,2063963.684,6575217.432,175.787,WSE
25791,2063961.569,6575214.02,175.815,WSE
25792,2063959.972,6575210.852,175.786,WSE
25793,2063959.029,6575207.953,175.791,WSE
25794,2063957.649,6575205.529,175.807,WSE
25795,2063955.378,6575204.046,175.823,WSE
25796,2063956.483,6575202.45,175.817,WSE
25797,2063958.268,6575202.744,175.813,WSE
25798,2063958.706,6575204.57,175.808,WSE
25799,2063958.996,6575205.23,175.806,WSE
25800,2063960.644,6575205.156,175.9,WSE
25801,2063962.836,6575206.534,175.834,WSE
25802,2063965.46,6575208.496,175.794,WSE
25803,2063968.229,6575210.73,175.857,WSE
25804,2063971.742,6575212.825,175.834,WSE
25805,2063975.422,6575215.222,175.834,WSE
25806,2063979.021,6575217.519,175.802,WSE
25807,2063982.735,6575220.127,175.827,WSE
25808,2063986.666,6575222.985,175.79,WSE
25809,2063990.569,6575225.667,175.775,WSE
25810,2063994.162,6575228.581,175.811,WSE
25811,2063997.971,6575231.611,175.811,WSE
25812,2064001.76,6575234.387,175.783,WSE
25813,2064005.211,6575237.004,175.824,WSE
25814,2064008.585,6575239.868,175.774,WSE
25815,2064012.069,6575242.491,175.744,WSE
25816,2064015.433,6575245.137,175.798,WSE
25817,2064014.589,6575240.766,175.803,WSE
25818,2064013.27,6575239.557,175.86,WSE
25819,2064011.681,6575238.158,175.814,WSE
25820,2064011.475,6575235.668,175.825,WSE
25821,2064011.645,6575233.198,175.837,WSE
25822,2064012.493,6575231.484,175.847,WSE
25823,2064013.284,6575230.235,175.823,WSE
25824,2064014.042,6575229.53,175.808,WSE
25825,2064014.617,6575228.342,175.871,WSE
25826,2064016.09,6575227.339,175.845,WSE
25827,2064017.462,6575226.92,175.812,WSE
25828,2064019,6575226.68,175.869,WSE
25829,2064020.809,6575227.009,175.842,WSE
25830,2064022.378,6575227.734,175.842,WSE
25831,2064023.988,6575228.456,175.836,WSE
25832,2064023.141,6575227.288,175.848,WSE
25833,2064023.341,6575224.453,175.804,WSE
25834,2064024.013,6575221.692,175.76,WSE
25835,2064024.94,6575218.387,175.805,WSE
25836,2064027.212,6575215.813,175.807,WSE
25837,2064029.703,6575214.792,175.795,WSE
25838,2064031.466,6575214.414,175.849,WSE
25839,2064032.464,6575214.842,175.853,WSE
25840,2064033.486,6575214.587,175.848,WSE
25841,2064035.578,6575214.797,175.875,WSE
25842,2064037.809,6575216.182,175.833,WSE
25843,2064039.928,6575217.429,175.795,WSE
25844,2064042.021,6575218.759,175.868,WSE
25845,2064043.684,6575220.816,175.86,WSE
25846,2064045.124,6575222.575,175.833,WSE
25847,2064045.856,6575224.001,175.87,WSE
25848,2064047.137,6575224.289,175.817,WSE
25849,2064048.516,6575223.413,175.842,WSE
25850,2064048.413,6575222.278,175.806,WSE
25851,2064048.097,6575220.021,175.807,WSE
25852,2064046.618,6575218.427,175.792,WSE
25853,2064044.24,6575216.982,175.806,WSE
25854,2064040.93,6575214.943,175.775,WSE
25855,2064036.515,6575212.586,175.794,WSE
25856,2064032.694,6575209.298,175.819,WSE
25857,2064029.17,6575205.729,175.823,WSE
25858,2064025.442,6575202.178,175.797,WSE
25859,2064021.978,6575198.327,175.808,WSE
25860,2064018.114,6575194.961,175.766,WSE
25861,2064013.943,6575192.2,175.856,WSE
25862,2064009.757,6575190.553,175.867,WSE
25863,2064005.887,6575188.587,175.866,WSE
25864,2064002.467,6575185.401,175.794,WSE
25866,2063995.182,6575179.148,175.794,WSE
25867,2063991.679,6575176.518,175.789,WSE
25868,2063988.66,6575174.886,175.806,WSE
25869,2063986.145,6575173.657,175.818,WSE
25870,2063983.913,6575172.556,175.811,WSE
25871,2063984.693,6575171.56,175.809,WSE
25872,2063986.256,6575172.147,175.803,WSE
25873,2063986.737,6575171.7,175.82,WSE
25874,2063987.549,6575170.182,175.864,WSE
25876,2063991.628,6575166.982,175.846,WSE
25877,2063993.947,6575167.591,175.859,WSE
25878,2063995.328,6575168.412,175.853,WSE
25879,2063998.122,6575168.329,175.862,WSE
25880,2064001.56,6575169.346,175.847,WSE
25881,2064005.341,6575170.687,175.877,WSE
25882,2064009.888,6575172.053,175.84,WSE
25883,2064014.739,6575173.896,175.802,WSE
25884,2064019.494,6575175.797,175.826,WSE
25885,2064024.472,6575177.57,175.821,WSE
25886,2064029.273,6575179.352,175.787,WSE
25887,2064034.098,6575181.102,175.862,WSE
25888,2064038.927,6575183.287,175.807,WSE
25889,2064043.733,6575185.528,175.799,WSE
25890,2064048.275,6575188.004,175.812,WSE
25891,2064052.03,6575190.6,175.803,WSE
25892,2064055.673,6575193.134,175.821,WSE
25893,2064059.487,6575195.433,175.813,WSE
25894,2064063.079,6575197.601,175.811,WSE
25895,2064066.325,6575199.852,175.832,WSE
25897,2064071.827,6575204.17,175.833,WSE
25898,2064074.386,6575206.184,175.847,WSE
25899,2064076.979,6575207.4,175.843,WSE
25900,2064079.332,6575205.899,175.858,WSE
25901,2064079.767,6575203.561,175.872,WSE
25902,2064078.954,6575202.127,175.856,WSE
25903,2064079.809,6575200.372,175.868,WSE
25904,2064080.17,6575197.396,175.889,WSE
25905,2064081.228,6575193.688,175.855,WSE
25906,2064082.839,6575190.154,175.797,WSE
25907,2064085.279,6575187.349,175.812,WSE
25908,2064087.762,6575185.239,175.859,WSE
25909,2064090.052,6575183.046,175.815,WSE
25910,2064092.954,6575181.963,175.768,WSE
25911,2064095.814,6575179.771,175.866,WSE
25912,2064098.653,6575177.554,175.82,WSE
25913,2064102.069,6575177.178,175.845,WSE
25914,2064104.765,6575177.568,175.871,WSE
25915,2064106.46,6575177.634,175.8,WSE
25916,2064106.987,6575176.003,175.872,WSE
25917,2064106.99,6575173.623,175.862,WSE
25918,2064105.522,6575171.826,175.774,WSE
25919,2064102.956,6575170.001,175.806,WSE
25920,2064099.661,6575169.161,175.811,WSE
25921,2064095.825,6575167.92,175.794,WSE
25922,2064091.71,6575166.207,175.809,WSE
25923,2064086.838,6575164.921,175.764,WSE
25924,2064082.151,6575163.809,175.75,WSE
25925,2064077.565,6575163.324,175.762,WSE
25926,2064073.038,6575162.968,175.774,WSE
25927,2064068.943,6575161.617,175.766,WSE
25928,2064066.083,6575158.535,175.777,WSE
25929,2064062.907,6575155.414,175.803,WSE
25930,2064060.001,6575151.868,175.795,WSE
25931,2064057.43,6575148.018,175.762,WSE
25932,2064054.68,6575144.226,175.757,WSE
25933,2064050.933,6575142.542,175.77,WSE
25934,2064047.929,6575139.834,175.746,WSE
25935,2064044.78,6575136.736,175.793,WSE
25936,2064041.247,6575133.93,175.773,WSE
25937,2064037.779,6575131.472,175.824,WSE
25938,2064034.332,6575130.017,175.852,WSE
25939,2064031.17,6575127.397,175.795,WSE
25940,2064028.1,6575124.51,175.787,WSE
25941,2064025.047,6575122.41,175.786,WSE
25942,2064021.911,6575120.661,175.807,WSE
25943,2064018.731,6575119.735,175.815,WSE
25944,2064016.508,6575117.639,175.794,WSE
25945,2064014.955,6575114.774,175.811,WSE
25946,2064015.536,6575111.656,175.87,WSE
25947,2064017.386,6575110.592,175.854,WSE
25948,2064018.181,6575110.95,175.884,WSE
25949,2064019.014,6575109.739,175.846,WSE
25950,2064020.306,6575107.677,175.851,WSE
25951,2064022.079,6575105.554,175.851,WSE
25952,2064024.319,6575103.408,175.886,WSE
25953,2064026.593,6575100.83,175.878,WSE
25954,2064028.016,6575097.639,175.835,WSE
25955,2064029.326,6575094.564,175.835,WSE
25956,2064031.54,6575091.34,175.868,WSE
25957,2064033.671,6575087.843,175.809,WSE
25958,2064035.575,6575084.219,175.834,WSE
25959,2064037.041,6575080.902,175.864,WSE
25960,2064038.775,6575078.16,175.844,WSE
25961,2064040.375,6575075.7,175.857,WSE
25962,2064041.675,6575072.921,175.864,WSE
25963,2064041.48,6575070.506,175.861,WSE
25965,2064041.383,6575071.045,175.833,WSE
25966,2064042.616,6575072.485,175.87,WSE
25967,2064045.431,6575074.128,175.833,WSE
25968,2064046.491,6575076.491,175.827,WSE
25969,2064046.609,6575079.077,175.835,WSE
25970,2064046.587,6575082.158,175.849,WSE
25971,2064046.376,6575085.364,175.858,WSE
25972,2064045.904,6575088.254,175.841,WSE
25973,2064043.908,6575091.074,175.83,WSE
25975,2064043.829,6575097.714,175.853,WSE
25976,2064043.214,6575100.96,175.837,WSE
25977,2064044.538,6575104.456,175.794,WSE
25978,2064045.102,6575105.898,175.879,WSE
25979,2064046.047,6575104.903,175.852,WSE
25980,2064047.16,6575103.174,175.813,WSE
25981,2064049.376,6575101.136,175.856,WSE
25982,2064051.549,6575097.936,175.836,WSE
25983,2064053.659,6575094.617,175.791,WSE
25984,2064056.43,6575091.486,175.829,WSE
25985,2064059.036,6575088.712,175.848,WSE
25986,2064061.536,6575086.208,175.831,WSE
25987,2064063.545,6575083.666,175.829,WSE
25988,2064065.334,6575081.152,175.834,WSE
25989,2064066.006,6575079.054,175.83,WSE
25992,2064066.338,6575079.06,175.797,WSE
25993,2064067.725,6575080.818,175.84,WSE
25994,2064068.587,6575082.837,175.845,WSE
25995,2064070.339,6575084.634,175.834,WSE
25996,2064072.655,6575086.078,175.817,WSE
25997,2064074.007,6575087.295,175.823,WSE
25998,2064073.313,6575088.341,175.792,WSE
26000,2064071.422,6575092.331,175.819,WSE
26001,2064070.261,6575094.695,175.818,WSE
26002,2064068.777,6575097.127,175.837,WSE
26003,2064067.931,6575100.346,175.815,WSE
26005,2064065.173,6575107.106,175.797,WSE
26006,2064063.246,6575110.376,175.79,WSE
26007,2064061.539,6575113.826,175.836,WSE
26008,2064059.168,6575116.585,175.831,WSE
26009,2064057.02,6575119.555,175.818,WSE
26010,2064055.016,6575122.638,175.809,WSE
26011,2064053.763,6575125.933,175.809,WSE
26012,2064053.52,6575129.381,175.777,WSE
26013,2064053.368,6575132.889,175.782,WSE
26015,2064055.743,6575134.741,175.818,WSE
26016,2064058.194,6575134.273,175.78,WSE
26017,2064060.027,6575132.762,175.808,WSE
26018,2064062.486,6575131.029,175.799,WSE
26019,2064064.922,6575128.922,175.771,WSE
26020,2064067.873,6575126.119,175.798,WSE
26021,2064071.52,6575123.495,175.784,WSE
26022,2064074.992,6575120.545,175.78,WSE
26023,2064078.199,6575117.048,175.783,WSE
26024,2064081.323,6575113.693,175.766,WSE
26026,2064087.4,6575107.39,175.773,WSE
26027,2064090.152,6575104.544,175.77,WSE
26028,2064091.689,6575101.871,175.783,WSE
26030,2064094.644,6575099.719,175.772,WSE
26031,2064095.579,6575099.654,175.758,WSE
26032,2064096.886,6575100.451,175.765,WSE
26033,2064099.42,6575101.593,175.758,WSE
26034,2064100.795,6575102.768,175.749,WSE
26035,2064103.06,6575104.345,175.765,WSE
26036,2064105.162,6575106.278,175.718,WSE
26037,2064105.502,6575107.505,175.741,WSE
26038,2064105.302,6575109.371,175.754,WSE
26039,2064104.713,6575111.257,175.772,WSE
26040,2064103.591,6575113.443,175.786,WSE
26041,2064102.221,6575116.354,175.789,WSE
26042,2064100.732,6575119.345,175.776,WSE
26043,2064099.048,6575122.308,175.777,WSE
26044,2064097.013,6575125.295,175.735,WSE
26045,2064094.51,6575128.128,175.811,WSE
26046,2064091.911,6575130.99,175.786,WSE
26047,2064089.496,6575133.957,175.794,WSE
26048,2064087.19,6575136.935,175.796,WSE
26049,2064084.752,6575139.376,175.803,WSE
26050,2064084.515,6575142.002,175.819,WSE
26051,2064085.261,6575144.894,175.808,WSE
26052,2064085.362,6575147.124,175.817,WSE
26053,2064086.204,6575148.178,175.813,WSE
26054,2064088.617,6575148.826,175.811,WSE
26055,2064091.205,6575149.523,175.8,WSE
26056,2064093.714,6575149.899,175.79,WSE
26057,2064096.283,6575150.027,175.817,WSE
26058,2064098.933,6575148.68,175.822,WSE
26059,2064100.702,6575147.049,175.804,WSE
26060,2064102.473,6575145.827,175.856,WSE
26061,2064104.854,6575144.246,175.814,WSE
26062,2064107.614,6575142.632,175.806,WSE
26063,2064110.353,6575140.536,175.812,WSE
26064,2064113.068,6575138.233,175.781,WSE
26065,2064116.178,6575135.697,175.855,WSE
26066,2064119.528,6575133.37,175.825,WSE
26067,2064123.62,6575132.952,175.801,WSE
26068,2064126.677,6575132.511,175.8,WSE
26069,2064129.014,6575130.252,175.796,WSE
26070,2064130.415,6575128.096,175.787,WSE
26073,2064130.472,6575121.866,175.727,WSE
26089,2064153.992,6575096.88,175.534,WSE
26095,2064240.628,6575014.189,175.157,WSE
26096,2064241.082,6575014.012,175.135,WSE
26097,2064241.383,6575012.809,175.113,WSE
26098,2064243.261,6575012.412,175.121,WSE
26099,2064243.377,6575010.978,175.138,WSE
26100,2064243.001,6575010.773,175.093,WSE
26101,2064241.345,6575009.575,175.104,WSE
26102,2064238.272,6575008.309,175.104,WSE
26103,2064234.774,6575005.154,175.105,WSE
26104,2064231.815,6575001.514,175.115,WSE
26105,2064229.31,6574996.95,175.052,WSE
26106,2064227.448,6574994.339,175.137,WSE
26107,2064225.777,6574992.581,175.147,WSE
26108,2064223.281,6574990.595,175.163,WSE
26109,2064221.325,6574990.383,175.134,WSE
26110,2064219.163,6574990.379,175.151,WSE
26111,2064216.467,6574989.779,175.206,WSE
26112,2064213.226,6574989.257,175.114,WSE
26113,2064210.327,6574988.177,175.146,WSE
26114,2064207.832,6574987.091,175.15,WSE
26115,2064205.976,6574986.223,175.141,WSE
26116,2064204.807,6574985.721,175.126,WSE
26117,2064203.639,6574984.278,175.156,WSE
26118,2064201.871,6574982.012,175.123,WSE
26119,2064200.112,6574978.913,175.139,WSE
26120,2064198.146,6574975.75,175.106,WSE
26121,2064195.998,6574974.067,175.111,WSE
26122,2064193.003,6574972.341,175.131,WSE
26123,2064190.034,6574972.352,175.1,WSE
26124,2064188.27,6574973.675,175.126,WSE
26125,2064186.912,6574973.628,175.104,WSE
26126,2064184.974,6574972.985,175.142,WSE
26127,2064182.546,6574971.348,175.111,WSE
26128,2064180.57,6574968.92,175.09,WSE
26129,2064180.078,6574966.201,175.11,WSE
26130,2064180.728,6574964.35,175.136,WSE
26131,2064179.621,6574962.037,175.143,WSE
26132,2064177.631,6574959.724,175.122,WSE
26133,2064177.478,6574956.65,175.11,WSE
26134,2064179.694,6574954.991,175.123,WSE
26135,2064181.363,6574955.16,175.123,WSE
26136,2064182.808,6574954.345,175.153,WSE
26137,2064184.711,6574953.868,175.192,WSE
26138,2064187.52,6574953.315,175.12,WSE
26139,2064190.131,6574952.891,175.131,WSE
26140,2064192.152,6574954.148,175.106,WSE
26141,2064194.211,6574955.356,175.123,WSE
26142,2064196.943,6574956.913,175.121,WSE
26143,2064199.653,6574959.292,175.148,WSE
26144,2064202.272,6574962.109,175.096,WSE
26145,2064204.778,6574964.951,175.116,WSE
26146,2064207.067,6574968.028,175.149,WSE
26147,2064209.658,6574970.38,175.153,WSE
26148,2064213.075,6574971.731,175.179,WSE
26149,2064216.61,6574973.405,175.14,WSE
26150,2064220.363,6574975.133,175.122,WSE
26151,2064224.624,6574976.714,175.136,WSE
26152,2064228.349,6574978.883,175.158,WSE
26153,2064232.109,6574980.724,175.133,WSE
26154,2064235.178,6574982.329,175.159,WSE
26155,2064239.296,6574983.449,175.146,WSE
26156,2064243.267,6574984.042,175.188,WSE
26157,2064247.956,6574984.576,175.14,WSE
26158,2064252.035,6574984.976,175.129,WSE
26159,2064256.029,6574983.905,175.164,WSE
26160,2064258.658,6574981.498,175.175,WSE
26161,2064259.408,6574978.854,175.202,WSE
26162,2064259.689,6574976.159,175.181,WSE
26164,2064260.784,6574968.746,175.178,WSE
26165,2064261.042,6574965.256,175.168,WSE
26166,2064260.668,6574961.785,175.154,WSE
26167,2064259.786,6574958.7,175.202,WSE
26168,2064258.254,6574955.488,175.183,WSE
26169,2064255.814,6574952.094,175.145,WSE
26170,2064253.351,6574950.289,175.157,WSE
26171,2064250.993,6574949.233,175.17,WSE
26172,2064248.396,6574948.108,175.134,WSE
26173,2064245.668,6574945.561,175.146,WSE
26174,2064242.87,6574943.032,175.159,WSE
26175,2064239.973,6574940.222,175.189,WSE
26176,2064236.965,6574938.317,175.177,WSE
26177,2064234.289,6574937.319,175.179,WSE
26178,2064232.148,6574936.658,175.186,WSE
26179,2064229.972,6574935.432,175.163,WSE
26180,2064227.372,6574933.256,175.199,WSE
26181,2064223.751,6574930.983,175.142,WSE
26182,2064219.892,6574929.008,175.179,WSE
26183,2064215.845,6574926.936,175.192,WSE
26184,2064212,6574924.862,175.136,WSE
26185,2064208.287,6574922.837,175.199,WSE
26186,2064204.411,6574920.937,175.219,WSE
26187,2064200.713,6574920.9,175.19,WSE
26188,2064198.583,6574922.359,175.24,WSE
26189,2064198.382,6574923.88,175.241,WSE
26190,2064197.041,6574925.223,175.176,WSE
26191,2064194.77,6574927.217,175.2,WSE
26192,2064193.641,6574930.517,175.189,WSE
26193,2064192.787,6574934.057,175.169,WSE
26194,2064191.633,6574938.175,175.199,WSE
26195,2064190.22,6574942.288,175.146,WSE
26196,2064189.069,6574946.34,175.212,WSE
26197,2064189.813,6574950.031,175.191,WSE
26198,2064191.874,6574951.895,175.195,WSE
26199,2064193.752,6574953.333,175.154,WSE
26200,2064196.026,6574954.628,175.227,WSE
26201,2064198.259,6574954.233,175.177,WSE
26202,2064199.356,6574953.151,175.156,WSE
26203,2064201.294,6574952.063,175.126,WSE
26204,2064203.278,6574950.346,175.179,WSE
26205,2064206.224,6574948.04,175.17,WSE
26206,2064208.245,6574944.965,175.162,WSE
26207,2064209.608,6574941.487,175.217,WSE
26208,2064212.059,6574937.427,175.156,WSE
26209,2064213.977,6574933.082,175.1,WSE
26210,2064215.445,6574928.623,175.174,WSE
26211,2064216.956,6574923.765,175.155,WSE
26212,2064218.101,6574919.143,175.141,WSE
26213,2064219.117,6574914.518,175.161,WSE
26214,2064220.365,6574909.732,175.169,WSE
26215,2064220.878,6574905.303,175.168,WSE
26216,2064220.67,6574901.041,175.163,WSE
26217,2064220.784,6574896.707,175.176,WSE
26218,2064220.78,6574892.597,175.118,WSE
26219,2064220.633,6574888.512,175.178,WSE
26220,2064218.617,6574885.304,175.162,WSE
26221,2064216.431,6574882.796,175.107,WSE
26222,2064215.948,6574879.589,175.095,WSE
26223,2064218.668,6574878.36,175.163,WSE
26224,2064220.479,6574879.182,175.187,WSE
26225,2064221.52,6574879.358,175.163,WSE
26226,2064222.975,6574879.4,175.168,WSE
26227,2064224.628,6574879.729,175.186,WSE
26228,2064225.633,6574881.541,175.176,WSE
26229,2064225.698,6574883.337,175.157,WSE
26230,2064225.729,6574884.603,175.172,WSE
26231,2064226.23,6574885.642,175.178,WSE
26232,2064226.758,6574886.651,175.201,WSE
26233,2064226.57,6574888.171,175.177,WSE
26234,2064225.756,6574890.174,175.177,WSE
26235,2064224.812,6574893.188,175.162,WSE
26236,2064223.369,6574896.7,175.169,WSE
26237,2064221.816,6574900.721,175.167,WSE
26238,2064218.872,6574903.338,175.143,WSE
26239,2064216.409,6574904.018,175.183,WSE
26240,2064214.553,6574904.342,175.14,WSE
26241,2064211.896,6574904.514,175.199,WSE
26242,2064208.641,6574903.132,175.157,WSE
26243,2064205.49,6574901.561,175.125,WSE
26244,2064203.181,6574899.575,175.127,WSE
26245,2064205.097,6574899.636,175.146,WSE
26246,2064205.71,6574902.209,175.151,WSE
26247,2064205.702,6574902.698,175.147,WSE
26248,2064206.85,6574902.093,175.195,WSE
26249,2064209.585,6574902.503,175.167,WSE
26250,2064211.197,6574900.85,175.169,WSE
26251,2064230.649,6574899.938,175.158,WSE
26252,2064231.437,6574899.592,175.137,WSE
26253,2064234.451,6574900.15,175.127,WSE
26254,2064237.086,6574901.728,175.169,WSE
26255,2064239.035,6574903.046,175.184,WSE
26256,2064241.944,6574903.905,175.194,WSE
26257,2064245.406,6574904.698,175.177,WSE
26258,2064249.74,6574905.891,175.185,WSE
26260,2064259.731,6574908.815,175.152,WSE
26261,2064264.905,6574909.618,175.164,WSE
26262,2064269.949,6574910.393,175.173,WSE
26263,2064275.087,6574910.831,175.178,WSE
26264,2064280.149,6574911.163,175.193,WSE
26265,2064285.18,6574911.501,175.145,WSE
26266,2064290.226,6574911.05,175.193,WSE
26267,2064295.397,6574910.062,175.186,WSE
26268,2064300.098,6574907.906,175.194,WSE
